id;team_fifa_api_id;team_api_id;date;buildUpPlaySpeed;buildUpPlaySpeedClass;buildUpPlayDribbling;buildUpPlayDribblingClass;buildUpPlayPassing;buildUpPlayPassingClass;buildUpPlayPositioningClass;chanceCreationPassing;chanceCreationPassingClass;chanceCreationCrossing;chanceCreationCrossingClass;chanceCreationShooting;chanceCreationShootingClass;chanceCreationPositioningClass;defencePressure;defencePressureClass;defenceAggression;defenceAggressionClass;defenceTeamWidth;defenceTeamWidthClass;defenceDefenderLineClass
1390;19;8654;2015-09-10 00:00:00;77;Fast;37;Normal;57;Mixed;Organised;68;Risky;73;Lots;29;Little;Organised;30;Deep;37;Press;41;Normal;Cover
1394;681;10001;2015-09-10 00:00:00;52;Balanced;46;Normal;50;Mixed;Organised;57;Normal;55;Normal;32;Little;Organised;48;Medium;45;Press;53;Normal;Cover
1398;301;8024;2014-09-19 00:00:00;66;Balanced;52;Normal;72;Long;Organised;66;Normal;67;Lots;51;Normal;Organised;36;Medium;38;Press;65;Normal;Cover
1403;1917;8528;2014-09-19 00:00:00;51;Balanced;36;Normal;51;Mixed;Organised;52;Normal;55;Normal;57;Normal;Organised;62;Medium;57;Press;44;Normal;Cover
1404;1917;8528;2015-09-10 00:00:00;51;Balanced;37;Normal;56;Mixed;Organised;52;Normal;59;Normal;40;Normal;Organised;62;Medium;48;Press;44;Normal;Cover
1408;1907;8525;2015-09-10 00:00:00;51;Balanced;36;Normal;63;Mixed;Organised;48;Normal;53;Normal;52;Normal;Organised;43;Medium;45;Press;47;Normal;Cover
1413;1873;10265;2014-09-19 00:00:00;47;Balanced;52;Normal;36;Mixed;Organised;36;Normal;53;Normal;66;Normal;Organised;60;Medium;66;Press;53;Normal;Cover
1414;1873;10265;2015-09-10 00:00:00;33;Slow;49;Normal;37;Mixed;Free Form;33;Safe;37;Normal;31;Little;Free Form;62;Medium;58;Press;37;Normal;Cover
1419;175;8721;2014-09-19 00:00:00;58;Balanced;67;Lots;45;Mixed;Organised;68;Risky;60;Normal;54;Normal;Organised;59;Medium;48;Press;47;Normal;Cover
1420;175;8721;2015-09-10 00:00:00;68;Fast;45;Normal;57;Mixed;Organised;69;Risky;66;Normal;50;Normal;Organised;66;Medium;46;Press;55;Normal;Cover
1425;110;8602;2014-09-19 00:00:00;47;Balanced;28;Little;58;Mixed;Organised;55;Normal;64;Normal;56;Normal;Organised;47;Medium;48;Press;52;Normal;Cover
1426;110;8602;2015-09-10 00:00:00;46;Balanced;36;Normal;54;Mixed;Organised;55;Normal;47;Normal;48;Normal;Organised;47;Medium;48;Press;55;Normal;Cover
1438;900;10192;2014-09-19 00:00:00;52;Balanced;56;Normal;64;Mixed;Organised;39;Normal;66;Normal;46;Normal;Organised;44;Medium;34;Press;50;Normal;Cover
1439;900;10192;2015-09-10 00:00:00;52;Balanced;56;Normal;64;Mixed;Organised;39;Normal;66;Normal;46;Normal;Organised;44;Medium;34;Press;50;Normal;Cover
1444;110749;8021;2014-09-19 00:00:00;33;Slow;49;Normal;51;Mixed;Organised;38;Normal;63;Normal;48;Normal;Organised;58;Medium;38;Press;52;Normal;Cover
1449;244;8394;2014-09-19 00:00:00;38;Balanced;48;Normal;35;Mixed;Organised;53;Normal;56;Normal;57;Normal;Organised;51;Medium;46;Press;61;Normal;Cover
1450;244;8394;2015-09-10 00:00:00;52;Balanced;52;Normal;50;Mixed;Organised;52;Normal;56;Normal;57;Normal;Organised;48;Medium;43;Press;49;Normal;Cover
1451;112512;8027;2014-09-19 00:00:00;54;Balanced;51;Normal;40;Mixed;Organised;67;Risky;49;Normal;52;Normal;Organised;44;Medium;47;Press;52;Normal;Cover
1452;112512;8027;2015-09-10 00:00:00;54;Balanced;51;Normal;40;Mixed;Organised;46;Normal;49;Normal;52;Normal;Organised;44;Medium;47;Press;52;Normal;Cover
1457;15005;10000;2014-09-19 00:00:00;54;Balanced;42;Normal;51;Mixed;Organised;47;Normal;52;Normal;32;Little;Organised;44;Medium;58;Press;37;Normal;Cover
1458;15005;10000;2015-09-10 00:00:00;54;Balanced;42;Normal;51;Mixed;Organised;47;Normal;52;Normal;32;Little;Organised;44;Medium;58;Press;37;Normal;Cover
